"edad","grupo_edad","genero","comunidad_autonoma","nacido_espana","tamano_municipio","nivel_estudios","situacion_laboral","sector_laboral","ingresos_hogar","religion","lengua","ideologia","participacion_2023_raw","participacion_2023_final","voto_2023_raw","voto_2023_raw_otros","voto_2023_final","prob_voto_declarada","intencion_voto_raw","intencion_voto_raw_otros","intencion_voto_simpatia","intencion_voto_final","simpatia_partido","simpatia_partido_otros","nunca_pp","nunca_psoe","nunca_vox","nunca_sumar","nunca_podemos","nunca_salf","nunca_erc","nunca_junts","nunca_pnv","nunca_bildu","nunca_cc","nunca_bng","nunca_upn","nunca_ninguno","nunca_todos","prob_voto_pp","prob_voto_psoe","prob_voto_vox","prob_voto_sumar","prob_voto_podemos","prob_voto_salf","prob_voto_erc","prob_voto_junts","prob_voto_pnv","prob_voto_bildu","prob_voto_cc","prob_voto_bng","prob_voto_upn","lider_preferido","lider_preferido_otros","norma_social_voto","interes_politico","modelo_territorial","prob_voto_estimada","peso"
53,"45-54","Mujer","Castilla y León","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabajo doméstico","Otro","Entre 1000 y 1999 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Algo probable","Poco probable",,"Poco probable",,,,,,,,"Feijóo","","Todos votan","Poco","Centralizado",0.944260060787201,0.400177722113899
54,"45-54","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Catalán","6","Votó","Votó","Junts","","Junts",10,"Junts","","Junts","Regionales",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,,,,,,"Poco probable","Algo probable",,,,,,"Ninguno","","Todos votan","Bastante","Federal",0.960079252719879,0.258726833814309
25,"25-34","Hombre","Castilla-La Mancha","Sí","Menos de 2000 habitantes","FP","Parado","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable",,,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Federal",0.961485505104065,0.48505936924222
39,"35-44","Hombre","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Otra","6","No recuerda","Abstención",,"","Abstención",7,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable","Algo probable","Poco probable",,"Poco probable",,,,,,,,"Abascal","","Todos votan","Bastante","Federal",0.78018707036972,4.07162628832145
35,"35-44","Mujer","Castilla-La Mancha","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Público","Entre 2000 y 2999 euros","Católico practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Muy probable","Algo probable",,,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Mantener",0.960080444812775,0.627495126825323
54,"45-54","Mujer","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Católico no practicante","Catalán","2","Votó","Votó","Junts","","Junts",10,"Otros","","Junts","Regionales","Junts","","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Poco probable","Poco probable","Poco probable","Poco probable","Poco probable","Muy probable","Muy probable",,,,,,"Gabriel Rufián","","Todos votan","Poco","Federal",0.911807179450989,0.946783660980016
49,"45-54","Hombre","Galicia","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","4","Votó","Votó","Blanco","","Blanco",5,"Blanco","","Blanco","Blanco",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","","Todos votan","Mucho","Centralizado",0.888516068458557,0.189082642046122
28,"25-34","Hombre","País Vasco","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Parado","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","5","No pudo","Abstención",,"","Abstención",7,"Bildu","","Bildu","Regionales",,"","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,"No marcado","No marcado",,,,"No marcado","No marcado",,"Algo probable","Algo probable","Algo probable","Algo probable","Algo probable",,,"Algo probable","Algo probable",,,,"Yolanda Díaz / Sumar","","Mayoría vota","Poco","Mantener",0.579692363739014,1.21851353780198
49,"45-54","Mujer","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Católico no practicante","Castellano",,"Votó","Votó",,"","PSOE",10,"Otros","","Sumar","Sumar","Sumar","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Algo probable","Algo probable",,,,,,,,,"Ninguno","","Todos votan","Bastante","Mantener",0.95673930644989,1.33785230070885
50,"45-54","Mujer","Castilla-La Mancha","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Jubilado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","Blanco","","Blanco",9,"Blanco","","Blanco","Blanco",,"","No marcado","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Poco probable",,,,,,,,,,"Ninguno","","Mitad vota","Bastante","Centralizado",0.841882228851318,0.18893541011617
36,"35-44","Mujer","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable",,,,,,,,,,,,"Feijóo","","Todos votan","Bastante","Centralizado",0.975162267684937,1.43366599987722
46,"45-54","Mujer","Galicia","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Jubilado","Otro","Entre 1000 y 1999 euros","Católico no practicante","Castellano","1","Votó","Votó","PSOE","","PSOE",1,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Poco probable","Poco probable",,,,,,"Poco probable",,"Pedro Sánchez","","Todos votan","Bastante","Centralizado",0.940913796424866,0.337863584324621
54,"45-54","Hombre","País Vasco","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","7","Votó","Votó","PP","","PP",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,"No marcado","Nunca votaría",,,,"No marcado","No marcado","Algo probable","Poco probable","Algo probable","Poco probable","Poco probable","Algo probable",,,"Algo probable",,,,,"Abascal","","Mayoría vota","Mucho","Centralizado",0.909449517726898,1.40734697145402
49,"45-54","Hombre","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Catalán","0 Extr. izq.","Votó","Votó","Otro","CUP","Otros",10,"Otro","CUP","Otro","Otros",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado","Nunca votaría",,,,,,"No marcado","No marcado",,"Poco probable",,"Algo probable","Algo probable",,"Algo probable",,,,,,,"Gabriel Rufián","","Mayoría vota","Bastante","Federal",0.938264667987823,0.828857827066974
29,"25-34","Mujer","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Secundaria/ESO","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","Nulo","","Nulo",10,"Nulo","","Nulo","Nulo",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable",,"Poco probable","Poco probable","Poco probable",,,,,,,,"Ninguno","","Mayoría vota","Nada","Federal",0.753360331058502,0.260733999169703
46,"45-54","Mujer","La Rioja","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","7","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,,,,,,,,,"Gabriel Rufián","","Todos votan","Mucho","Mantener",0.977528512477875,1.55729636358911
51,"45-54","Hombre","Galicia","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Gallego","5","Votó","Votó","PSOE","","PSOE",5,"Otros","","BNG","Regionales","BNG","","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"No marcado",,"No marcado","No marcado",,,,,,,,,,,,"Algo probable",,"NS","","Mayoría vota","Poco","Mantener",0.849282026290894,0.749070113932119
48,"45-54","Mujer","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Primaria","Parado","Privado","Menos de 1000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",9,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable",,,,,,,,,,,,"Pedro Sánchez","","Mayoría vota","Poco","Centralizado",0.901530623435974,1.15517783157075
44,"35-44","Hombre","Comunidad Valenciana","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Público","Entre 2000 y 2999 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",6,"Nulo","","Nulo","PP",,"","No marcado","No marcado","No marcado","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable",,,,"Poco probable",,,,,,,,,"Ninguno","","Todos votan","Poco","Mantener",0.918246328830719,0.853510470534967
37,"35-44","Mujer","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Catalán","5","Votó","Votó","PSOE","","PSOE",10,"ERC","","ERC","Regionales",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","Nunca votaría",,,,,,"No marcado","No marcado","Poco probable","Muy probable",,,,,"Muy probable",,,,,,,"Abascal","","Todos votan","Bastante","Mantener",0.963897943496704,0.626248893098405
44,"35-44","Hombre","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","1","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable","Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Mantener",0.971398532390594,0.555117144437282
40,"35-44","Mujer","Cataluña","Sí","Menos de 2000 habitantes","Secundaria/ESO","Trabaja","Autónomo","Menos de 1000 euros","Ateo/agnóstico","Catalán","5","Votó","Votó","Junts","","Junts",0,"No votaría","","No votaría","Abstención",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,,,,,,"Poco probable","Poco probable",,,,,,"Ninguno","","Todos votan","Nada","Federal",0.361162632703781,0.563559739116761
44,"35-44","Mujer","Cataluña","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Autónomo","Menos de 1000 euros","Ateo/agnóstico","Catalán","2","Votó","Votó","ERC","","ERC",10,"ERC","","ERC","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado","Nunca votaría",,,,,,"No marcado","No marcado",,"Poco probable",,"Poco probable","Poco probable",,"Muy probable",,,,,,,"Gabriel Rufián","","Todos votan","Poco","Federal",0.917458176612854,0.356997168348173
69,"+65","Mujer","Cataluña","No","Entre 10.000 y 49.999 habitantes","Universitaria","Jubilado","Público","Entre 3000 y 5000 euros","Católico practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"Sumar-En Comú","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Algo probable",,"Muy probable","Algo probable","Algo probable","Poco probable","Algo probable",,,,,,"Yolanda Díaz / Sumar","","Todos votan","Mucho","Federal",0.971243500709534,1.46241417910845
53,"45-54","Hombre","Andalucía","Sí","Menos de 2000 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","Otro","Ciudadanos","Otros",10,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Poco probable",,,,,,,,,,,,"Ninguno","","Mayoría vota","Mucho","Mantener",0.939015865325928,0.377143115228476
43,"35-44","Hombre","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",6,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable","Algo probable",,,"Poco probable",,,,,,,,"Abascal","","Mayoría vota","Poco","Mantener",0.852694928646088,0.304894992445694
39,"35-44","Hombre","Galicia","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Gallego","5","No suele votar","Abstención",,"","Abstención",3,"Blanco","","Blanco","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","","Mitad vota","Poco","Mantener",0.119476564228535,2.17533548551081
42,"35-44","Hombre","Islas Canarias","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado",,,,,"No marcado",,,"No marcado","No marcado","Muy probable",,"Poco probable","Poco probable","Poco probable","Poco probable",,,,,"Algo probable",,,"Feijóo","","Todos votan","Mucho","Mantener",0.94715166091919,0.512594543657617
33,"25-34","Hombre","Islas Baleares","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Catalán","6","Votó","Votó","PSOE","","PSOE",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Ninguno","","Mayoría vota","Bastante","Federal",0.925908327102661,2.51340678161269
39,"35-44","Hombre","Principado de Asturias","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","1","Votó","Votó","Sumar","","Sumar",10,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Muy probable","Algo probable",,,,,,,,,"Yolanda Díaz / Sumar","","Todos votan","Mucho","Mantener",0.975247621536255,1.3813070906582
45,"45-54","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Autónomo","Entre 1000 y 1999 euros","Católico no practicante","Castellano","0 Extr. izq.","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Poco probable",,"Poco probable",,,,,,,,"Ninguno","","Todos votan","Bastante","Mantener",0.958188533782959,0.33260530405658
50,"45-54","Mujer","País Vasco","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Vasco",,"Votó","Votó","PNV","","PNV",5,"Otros","","Otros","Regionales","Ninguno","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,"No marcado","No marcado",,,,"No marcado","No marcado","Poco probable",,,"Poco probable","Poco probable","Poco probable",,,"Algo probable","Algo probable",,,,"NS","","Pocos votan","Nada","Federal",0.799127995967865,0.301644595204026
28,"25-34","Hombre","Castilla-La Mancha","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","7","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable","Muy probable",,,,,,,,,,,"Abascal","","Todos votan","Mucho","Centralizado",0.953067660331726,2.06872901456093
31,"25-34","Mujer","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"Sumar","Izquierda unida","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Algo probable","Algo probable",,,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Federal",0.955917835235596,0.258601357433204
42,"35-44","Hombre","Principado de Asturias","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable","Poco probable",,,,,,,,"Pedro Sánchez","","Mayoría vota","Mucho","Federal",0.947203576564789,1.06807060264086
38,"35-44","Hombre","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Católico practicante","Castellano","8","No suele votar","Abstención",,"","Abstención",7,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable","Algo probable",,"Muy probable",,,,,,,,"Abascal","","Mayoría vota","Poco","Centralizado",0.671501696109772,4.08343690765781
30,"25-34","Mujer","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",9,"Otros","","PSOE","PSOE","PSOE","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Poco probable","Poco probable",,,,,,,,,"NS","","Todos votan","Poco","Mantener",0.903499960899353,0.613839789988548
41,"35-44","Mujer","Castilla-La Mancha","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","7","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,,,,"Abascal","","Mayoría vota","Poco","Federal",0.894365549087524,0.703845979189847
50,"45-54","Mujer","Región de Murcia","Sí","Entre 50.000 y 99.999 habitantes","Secundaria/ESO","Trabaja","Otro","Menos de 1000 euros","Católico no practicante","Castellano","5","No suele votar","Abstención",,"","Abstención",5,"Blanco","","Blanco","Abstención",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable","Poco probable",,,"Poco probable",,,,,,,,"Ninguno","","Mitad vota","Nada","Centralizado",0.239179775118828,2.53226654603031
31,"25-34","Hombre","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Parado","Otro","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","7","No suele votar","Abstención",,"","Abstención",2,"No votaría","","No votaría","Abstención",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable",,"Algo probable",,,"Algo probable",,,,,,,,"Abascal","","Pocos votan","Poco","Federal",0.304484724998474,1.57436762916938
32,"25-34","Mujer","Región de Murcia","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros",,"Castellano","5","No recuerda","Abstención",,"","Abstención",6,"Blanco","","Blanco","SALF",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Yolanda Díaz / Sumar","","Ninguno vota","Poco","Mantener",0.614178717136383,1.104493951437
39,"35-44","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","FP","Parado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","1","Votó","Votó","ERC","","ERC",10,"ERC","","ERC","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Algo probable",,"Poco probable","Poco probable",,"Muy probable","Algo probable",,,,,,"Gabriel Rufián","","Todos votan","Poco","Federal",0.933421552181244,0.298138429138836
31,"25-34","Hombre","La Rioja","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Católico practicante","Castellano","7","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Algo probable",,,"Poco probable",,,,,,,,"Feijóo","","Todos votan","Mucho","Centralizado",0.96530294418335,1.1314527717751
27,"25-34","Hombre","País Vasco","Sí","Entre 50.000 y 99.999 habitantes","Bachillerato","Parado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",0,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,"No marcado","Nunca votaría",,,,"No marcado","No marcado","Poco probable","Algo probable","Poco probable","Poco probable","Poco probable","Poco probable",,,"Poco probable",,,,,"Ninguno","","Mayoría vota","Nada","Centralizado",0.25077897310257,0.328773747468892
39,"35-44","Hombre","Comunidad Valenciana","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Parado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,,,,"Abascal","","Todos votan","Bastante","Centralizado",0.956678330898285,0.853510470534967
43,"35-44","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","3","No suele votar","Abstención",,"","Abstención",5,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","","Ninguno vota","Nada","Mantener",0.220960259437561,2.28536361444881
46,"45-54","Hombre","Extremadura","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Católico practicante","Castellano","5","Votó","Votó","PSOE","","PSOE",10,"Nulo","","Nulo","Abstención",,"","No marcado","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,,,,,,,,,,,,,"Yolanda Díaz / Sumar","","Todos votan","Bastante","Centralizado",0.570901393890381,0.389001922948749
41,"35-44","Mujer","Andalucía","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Público","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Algo probable",,,,,,,,,"Pedro Sánchez","","Mayoría vota","Bastante","Mantener",0.931804776191711,0.296077403161013
48,"45-54","Mujer","Castilla-La Mancha","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Trabajo doméstico","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","6","Votó","Votó","PP","","PP",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Muy probable",,,,,,,,,,,"Abascal","","Todos votan","Bastante","Mantener",0.971363961696625,1.02159541988641
54,"45-54","Hombre","Castilla-La Mancha","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Trabaja","Autónomo","Entre 3000 y 5000 euros","Católico no practicante","Castellano","9","Votó","Votó","Vox","","Vox",9,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Poco probable","Muy probable",,,"Muy probable",,,,,,,,"Abascal","","Todos votan","Bastante","Federal",0.964535534381866,1.66536071519788
38,"35-44","Mujer","Extremadura","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","7","Votó","Votó","PP","","PP",7,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Algo probable",,"Poco probable","Poco probable",,,,,,,,"Feijóo","","Todos votan","Bastante","Centralizado",0.947399854660034,1.75201404333011
32,"25-34","Mujer","Galicia","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Ateo/agnóstico","Gallego","5","Votó","Votó","BNG","","BNG",10,"BNG","","BNG","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,"No marcado",,"No marcado","No marcado",,"Poco probable",,"Poco probable","Poco probable",,,,,,,"Muy probable",,"Ninguno","","Mayoría vota","Poco","Federal",0.841862797737122,1.20117057028747
